V1,V3,V4,V5,rid,consent,age,gender,hhi,ethnicity,hispanic,education,region,zip,inputstate,votereg,pid3,dem_strength,rep_strength,ind_lean,pid7,educ4,ideo5,marstat,presvote16_post,intent,presvote2020,presvote2020_voted,presvote_2020lean,religpew,pew_bornagain,employ,newsint,urbancity,class,acknowledgment,nationalweight,margin,trumplose,whytrump,tres11,tres22,tres33,duration
R_1eFXZYmWltZzcbd,10/25/20 7:28,10/25/20 7:38,1,5f957d65-d49b-f4a6-67fb-feff48e2ad1d,1,45,1,20,1,1,5,2,53718,51,1,1,2,NA,NA,2,3,2,1,1,1,1,NA,NA,12,2,1,1,2,3,1,0.71310813,4,NA,NA,NA,NA,NA,9.78
R_9NygyJ2r9QcZqJb,10/25/20 7:13,10/25/20 7:38,1,5f9579f4-ddcc-f626-34b2-ae399cb085c8,1,59,2,-3105,1,1,2,3,35581,1,1,2,NA,1,NA,7,1,4,1,2,1,2,NA,NA,1,1,7,2,3,3,4,1.051771219,14,2,NA,NA,NA,NA,24.82
R_s7NzGTrZD1bu91L,10/25/20 7:23,10/25/20 7:38,1,5f957c2a-3a7b-4a52-5492-b447a9547c6d,1,31,1,19,2,1,5,3,75002,45,1,1,2,NA,NA,2,3,3,1,7,1,2,NA,NA,11,1,1,3,1,4,2,0.57202893,15,2,NA,NA,NA,NA,15.2
R_yJ9mAOHMCvHZ8Rj,10/25/20 7:18,10/25/20 7:38,1,5f957af7-6f35-d15b-3118-6d9b94116a46,1,39,2,11,1,1,2,3,32952,10,1,3,NA,NA,1,3,1,2,1,7,1,1,NA,NA,12,2,6,1,2,4,1,0.864206891,14,NA,NA,NA,NA,NA,20.82
R_1dylYF3T6pgmHNX,10/25/20 7:24,10/25/20 7:38,1,5f957c59-e2f0-4b14-cd92-925b7bde8ee8,1,62,1,20,1,1,5,3,23103,48,1,2,NA,1,NA,7,3,4,1,2,1,2,NA,NA,2,2,1,1,3,3,3,0.570054691,8,2,NA,NA,NA,NA,14.6
R_2sZ477sOOQRFC3U,10/25/20 7:16,10/25/20 7:39,1,5f957a6f-6e98-e190-a03f-9bc7064ff297,1,69,2,-3105,2,1,3,1,14214,33,1,1,1,NA,NA,1,2,2,5,7,1,1,NA,NA,11,1,5,2,1,5,1,0.756897765,1,NA,NA,NA,NA,NA,22.95
R_2QMPugh3LcKikco,10/25/20 7:32,10/25/20 7:40,1,5f957e07-1ac9-0ae7-ca0a-49e43bb92773,1,33,1,1,1,1,5,3,22153,48,1,1,1,NA,NA,1,3,2,6,3,1,1,NA,NA,2,2,1,1,3,1,1,0.728335409,3,NA,NA,NA,NA,NA,8.2
R_C2ZIoZ2P3BG5zwd,10/25/20 7:25,10/25/20 7:40,1,5f957cb7-9d36-6088-0b2a-4819e0a98bc0,1,29,2,1,1,1,6,1,7012,31,1,3,NA,NA,1,3,4,3,5,7,2,1,NA,NA,10,2,7,2,1,5,1,0.474305691,12,NA,NA,NA,NA,NA,15.22
R_3gUWZskv5fDnoad,10/25/20 7:26,10/25/20 7:40,1,5f957cd1-bb3b-1279-6b29-206d4e9c1cc8,1,62,2,2,1,1,3,3,78583,45,1,3,NA,NA,3,4,2,3,1,3,1,8,NA,2,12,1,5,1,3,4,3,0.966066388,2,2,NA,NA,NA,NA,14.05
R_ZCA8bNjbf1ABSKZ,10/25/20 7:32,10/25/20 7:40,1,5f957e60-9980-03a8-da14-4ddd0ba7d20a,1,58,1,6,1,1,2,2,65802,26,1,2,NA,1,NA,7,1,4,1,7,1,2,NA,NA,1,1,4,2,3,5,5,1.256872595,9,2,NA,NA,NA,NA,7.93
R_BK4MMa1j9BjxpUR,10/25/20 7:32,10/25/20 7:42,1,5f957e37-72b8-7f40-8de0-4c41b108c9da,1,18,1,7,1,1,2,1,14020,33,2,1,1,NA,NA,1,1,2,5,NA,4,NA,NA,NA,12,2,4,2,3,4,4,0.923288427,1,NA,NA,NA,NA,NA,10.32
R_3IQATeLrZpppMOB,10/25/20 7:30,10/25/20 7:42,1,5f957db8-3982-7acb-1a15-bcfb0f691d92,1,45,1,18,1,7,3,3,33131,10,1,1,1,NA,NA,1,2,2,1,1,1,1,NA,NA,1,2,1,1,1,2,2,2.126817539,14,NA,NA,NA,NA,NA,12.52
R_sBZI3HbnwQv6HRL,10/25/20 7:08,10/25/20 7:42,1,5f95787b-12c8-5826-8fd8-e8a1f45d1c98,1,71,2,3,1,1,2,3,33922,10,1,3,NA,NA,3,4,1,3,6,3,1,8,NA,8,1,2,5,4,3,4,4,1.776952849,8,NA,NA,NA,NA,NA,34.6
R_SOFPwvJmP99bO7v,10/25/20 7:35,10/25/20 7:43,1,5f957f0f-a568-1082-1316-e5684b03aec9,1,25,1,-3105,2,1,2,3,20110,48,1,3,NA,NA,1,3,1,3,5,7,1,1,NA,NA,11,1,2,3,1,3,2,1.996451004,5,NA,NA,NA,NA,NA,7.87
R_31NjLcGde8UCPDR,10/25/20 7:36,10/25/20 7:43,1,5f957f25-5198-9019-23dd-ca5d6e17715b,1,33,1,18,3,1,5,1,8854,5,1,2,NA,1,NA,7,3,2,1,2,1,2,NA,NA,6,2,2,1,1,3,3,0.402756099,5,2,NA,NA,NA,NA,7.12
R_cO9aNSdi9h8GG65,10/25/20 7:35,10/25/20 7:43,1,5f957f17-949b-de29-e4f1-e617e8d00851,1,46,1,-3105,1,2,6,3,22911,48,1,2,NA,1,NA,7,4,4,5,2,1,2,NA,NA,2,2,1,3,2,3,2,1.089205107,6,2,NA,NA,NA,NA,7.55
R_3PbISCzoujHomR1,10/25/20 7:16,10/25/20 7:43,1,5f957ab3-9357-b800-3435-acb1053677d7,1,45,2,3,1,1,2,2,64801,26,1,1,1,NA,NA,1,1,3,6,1,1,1,NA,NA,1,1,6,2,3,4,2,1.383178868,6,NA,NA,NA,NA,NA,26.85
R_1U4RLOlJsDHuNlT,10/25/20 7:34,10/25/20 7:45,1,5f957e9a-897b-ad8c-7221-db11120fda91,1,28,1,4,1,1,6,2,60018,14,1,1,1,NA,NA,1,4,1,1,1,1,1,NA,NA,2,1,1,1,1,2,2,0.743286109,2,NA,NA,NA,NA,NA,10.57
R_Clz6gOguBmUpxQt,10/25/20 7:36,10/25/20 7:45,1,5f957f1f-5593-9e2a-3dbd-64c891e32924,1,23,1,1,1,14,1,1,10001,33,1,2,NA,2,NA,6,1,4,5,7,2,1,NA,NA,11,1,2,2,3,3,6,2.348945537,12,NA,NA,NA,NA,NA,9.22
R_1gAVQHpxU2DNxXM,10/25/20 7:20,10/25/20 7:45,1,5f957b6c-5e5d-e754-3ca4-4d8c90441023,1,32,1,17,1,1,5,1,10012,33,1,1,1,NA,NA,1,3,2,1,1,1,1,NA,NA,2,2,1,1,1,3,2,0.595038503,9,NA,NA,NA,NA,NA,25.28
R_x4rVGYyyFVyJB8l,10/25/20 7:33,10/25/20 7:45,1,5f957b70-6f38-1381-be07-68db8ed625b7,1,29,2,9,2,1,3,3,35214,1,1,1,1,NA,NA,1,2,3,1,1,1,1,NA,NA,1,1,2,1,1,3,2,1.078015953,3,NA,NA,NA,NA,NA,12.58
R_1megMhaPJF6sfIi,10/25/20 7:34,10/25/20 7:46,1,5f957e94-d698-c683-079b-b3934cc7269f,1,26,1,9,1,3,5,4,90004,5,1,1,1,NA,NA,1,3,1,1,2,1,2,NA,NA,1,1,1,1,1,1,1,0.670197278,1,2,NA,NA,NA,NA,12.08
R_2ceKX8QkDkU8XDU,10/25/20 7:23,10/25/20 7:46,1,5f957bf2-d232-e4da-8fde-dd1f734500ee,1,25,1,11,1,1,5,4,90017,5,1,2,NA,1,NA,7,3,3,1,2,1,2,NA,NA,1,1,2,1,1,4,2,0.505825716,4,2,NA,NA,NA,NA,23.65
R_3iLo0nj3Cu1Myqn,10/25/20 7:42,10/25/20 7:47,1,5f9580d3-439a-6c03-b813-9613a631d97f,1,19,2,1,2,1,2,4,85301,3,1,3,NA,NA,1,3,1,3,5,NA,2,1,NA,NA,11,2,8,2,2,3,1,1.637770385,8,NA,NA,NA,NA,NA,4.6
R_1i9god0RW3cXjVW,10/25/20 7:30,10/25/20 7:47,1,5f957d99-df0b-ec26-0e42-63fcfca5109a,1,35,1,14,1,14,2,3,33101,10,1,2,NA,1,NA,7,1,5,1,2,1,2,NA,NA,2,1,1,2,1,3,4,2.622988472,15,2,NA,NA,NA,NA,17.72
R_SZEQQ8B0YwDKM6Z,10/25/20 7:35,10/25/20 7:48,1,5f957a3f-99af-f71d-b6d3-c52384c10abe,1,32,2,1,1,1,1,3,76088,45,1,2,NA,2,NA,6,1,3,1,7,2,2,NA,NA,12,1,7,2,3,3,6,0.864206891,12,2,NA,NA,NA,NA,13.58
R_pLYxGVBqNU8axPz,10/25/20 7:41,10/25/20 7:49,1,5f958039-4ea5-eb88-1499-d207f759cfae,1,46,1,19,10,1,6,2,48085,23,1,1,1,NA,NA,1,4,2,1,7,1,1,NA,NA,8,2,1,1,2,3,3,0.652899571,4,NA,NA,NA,NA,NA,8.62
R_RDCeNHTB5kPbgxr,10/25/20 7:40,10/25/20 7:52,1,5f95800b-0807-b8e6-57b4-7da2b4cddf46,1,22,2,16,1,1,3,2,55337,24,1,3,NA,NA,1,3,2,2,6,7,1,1,NA,NA,10,2,4,2,2,4,1,1.01170862,10,NA,NA,NA,NA,NA,12.23
R_Zy4YglnbYtLYoBH,10/25/20 7:09,10/25/20 7:54,1,5f957913-52ca-cb9e-d7af-21adaa10b14f,1,40,2,1,1,1,5,3,32134,10,2,4,NA,NA,3,4,3,6,1,7,4,NA,NA,NA,11,2,7,3,3,4,6,0.482404633,7,NA,NA,NA,NA,NA,44.22
R_3prSASF4EhraNcO,10/25/20 7:46,10/25/20 7:55,1,5f958183-abae-29c6-688d-0973ed23306b,1,35,1,11,1,1,4,2,60056,14,1,1,1,NA,NA,1,2,1,5,1,1,1,NA,NA,2,2,1,1,2,4,1,1.078829168,8,NA,NA,NA,NA,NA,8.98
R_2EG0CSausNV0Ojr,10/25/20 7:46,10/25/20 7:56,1,5f95816b-d00d-59c2-6cd0-ee85cad51649,1,42,2,1,6,1,2,4,93552,5,2,1,2,NA,NA,2,1,3,1,7,4,NA,NA,NA,2,1,4,2,2,3,3,1.620782725,3,NA,NA,NA,NA,NA,10.12
R_dj4PWpfi6iW9uCJ,10/25/20 7:48,10/25/20 7:56,1,5f958201-679f-5aa7-9fca-6981b148f215,1,21,1,9,1,1,4,2,62274,14,1,1,1,NA,NA,1,2,2,5,NA,3,NA,1,NA,12,2,1,1,1,1,1,0.934412733,15,NA,NA,NA,NA,NA,8.32
R_1kM7UWXaV2XDJPc,10/25/20 7:50,10/25/20 7:58,1,5f958263-6383-de43-ddfa-51ac97e664da,1,53,2,21,5,1,5,4,95821,5,2,3,NA,NA,3,4,3,3,5,7,1,1,NA,NA,12,2,1,2,2,3,2,0.543036343,9,NA,NA,NA,NA,NA,7.52
R_3EsY9DNDYuD769H,10/25/20 7:13,10/25/20 7:58,1,5f9579e1-b861-c7b2-78e1-1a7225f6cfb5,1,73,1,14,1,1,6,3,30076,11,1,3,NA,NA,2,5,4,3,1,2,3,NA,2,NA,1,2,5,3,2,2,6,1.140350962,15,2,NA,NA,NA,NA,44.8
R_1mkgRe6r85hNbfG,10/25/20 7:44,10/25/20 7:58,1,5f9580d5-66d6-cae1-048e-b325f2e6a1b0,1,58,1,9,1,1,1,2,65265,26,1,1,1,NA,NA,1,1,2,1,1,1,1,NA,NA,11,1,6,1,3,3,6,1.472332151,7,NA,NA,NA,NA,NA,14.58
R_3DhIGbpm6y3YmLT,10/25/20 7:36,10/25/20 7:59,1,5f957f11-8116-874e-96fe-0ba4f115ddcd,1,31,1,24,2,1,2,1,10001,33,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,12,1,2,1,1,4,2,1.918787774,9,NA,NA,NA,NA,NA,22.95
R_3O1Y0cOoJ2wJQ7S,10/25/20 7:48,10/25/20 7:59,1,5f958215-95b3-06ad-6690-f3b66cc8745e,1,42,1,1,1,16,2,4,96898,10,1,2,NA,1,NA,7,1,4,1,2,3,NA,2,NA,2,1,1,1,2,3,2,2.544035211,13,2,NA,NA,NA,NA,11.3
R_2QhelB9wE3zIU8o,10/25/20 7:21,10/25/20 8:00,1,5f957b88-1fd1-ade2-15ca-0a2b0fef6bdb,1,32,1,10,1,1,6,4,90001,5,1,1,1,NA,NA,1,4,1,1,1,1,1,NA,NA,12,2,1,1,1,2,1,0.712225424,14,NA,NA,NA,NA,NA,39.05
R_1QapJW2SPGD8Sdu,10/25/20 7:37,10/25/20 8:06,1,5f957f59-0f5a-f0af-caa0-b3032c8010b5,1,25,1,14,1,1,5,3,33132,10,1,2,NA,2,NA,6,3,3,1,7,1,2,NA,NA,12,2,1,2,1,3,3,0.619122778,14,2,NA,NA,NA,NA,28.57
R_3KIR8nCRpfKA2Ch,10/25/20 7:58,10/25/20 8:09,1,5f95844e-0484-f134-6902-9dfa3ce8bf20,1,60,1,19,1,1,3,2,66409,17,1,2,NA,1,NA,7,2,3,1,2,1,2,NA,NA,1,1,2,1,3,3,3,0.860356589,6,2,NA,NA,NA,NA,11.13
R_1o5UhauVNhNxTFE,10/25/20 8:02,10/25/20 8:09,1,5f958535-9b00-3173-b662-b9034b46e338,1,57,1,9,1,1,3,2,61036,14,2,3,NA,NA,2,5,2,4,1,7,4,NA,NA,NA,11,2,1,2,3,4,5,1.188401807,8,NA,NA,NA,NA,NA,6.57
R_RsJ755zN6qVnOgN,10/25/20 7:38,10/25/20 8:10,1,5f957fad-ea16-ab97-381a-2653de4a4591,1,39,1,10,1,1,5,4,90002,33,1,1,2,NA,NA,2,3,3,1,7,1,1,NA,NA,10,2,2,2,1,4,3,0.528593602,9,NA,NA,NA,NA,NA,31.95
R_1kY32gnfojjsR2k,10/25/20 8:03,10/25/20 8:11,1,5f9585ba-ab1a-a8be-3ac1-e7df72428007,1,59,1,18,1,1,5,2,54914,51,1,3,NA,NA,2,5,3,4,1,2,1,2,NA,NA,1,2,1,2,2,3,3,0.661703448,2,2,NA,NA,NA,NA,7.9
R_27CCrno15f3YKb8,10/25/20 7:59,10/25/20 8:11,1,5f9584a4-cf54-a5c3-1097-19e45f5286f9,1,19,1,18,15,9,2,2,46052,15,2,5,NA,NA,3,4,1,1,5,NA,4,NA,NA,NA,11,2,1,2,1,3,3,2.514214097,15,NA,NA,NA,NA,NA,12.47
R_1HqyslXGpxQsSQC,10/25/20 7:58,10/25/20 8:12,1,5f958443-04d0-9cc4-c790-f20153353b65,1,57,2,2,5,1,3,4,91744,5,1,3,NA,NA,4,8,2,3,5,7,1,1,NA,NA,7,2,5,2,2,3,2,1.089144872,2,NA,NA,NA,NA,NA,13.77
R_1Q9geUomiHGDIDh,10/25/20 8:08,10/25/20 8:14,1,5f9586a9-c256-46e5-ac30-6c2a3ac836bf,1,26,1,2,1,1,2,3,21793,21,1,3,NA,NA,3,4,1,3,5,7,2,3,NA,NA,11,1,4,3,3,4,2,1.109131494,15,NA,NA,NA,NA,NA,5.7
R_D8B8fBxoXXYEIN3,10/25/20 8:04,10/25/20 8:14,1,5f9585be-8daa-83ec-9be2-6d7bede7d5ad,1,42,2,10,15,1,4,4,91910,5,1,1,1,NA,NA,1,2,1,1,1,3,NA,1,NA,9,2,7,4,1,4,2,1.107021452,11,NA,NA,NA,NA,NA,10.45
R_3HIAiFKnXAXZ6QN,10/25/20 8:09,10/25/20 8:14,1,5f9586fe-290b-756a-ff20-5ea67a14bd44,1,25,2,3,2,1,3,1,6473,7,2,3,NA,NA,3,4,2,6,6,7,4,NA,NA,NA,12,2,1,2,2,4,1,0.775310877,11,NA,NA,NA,NA,NA,5.38
R_3Gj04gPYvdkSatD,10/25/20 8:10,10/25/20 8:15,1,5f958741-3862-de03-b028-18ce0c155b53,1,45,2,12,1,1,3,1,15108,39,1,2,NA,2,NA,6,2,4,1,2,1,2,NA,NA,2,2,7,3,2,3,3,0.726966509,14,2,NA,NA,NA,NA,4.67
R_2ar6OfTRUPOvVR3,10/25/20 8:09,10/25/20 8:15,1,5f958700-59d5-3c3e-68b4-f5752f34343b,1,50,1,20,15,2,5,3,33027,10,1,3,NA,NA,2,5,3,4,1,2,1,2,NA,NA,2,2,1,2,2,3,4,0.983969163,1,2,NA,NA,NA,NA,5.95
R_ZjBdmt2S7fuBl6h,10/25/20 8:10,10/25/20 8:16,1,5f958716-f91b-441b-cd10-2fcdb8d1ab2b,1,47,1,12,1,1,3,3,24153,48,1,1,2,NA,NA,2,2,3,1,1,1,1,NA,NA,1,2,1,2,2,3,4,1.355657638,12,NA,NA,NA,NA,NA,5.75
R_qFafxcTP4QXgvQJ,10/25/20 8:10,10/25/20 8:17,1,5f95873f-2b8a-b685-4b7b-a36d8e5852d6,1,51,2,13,1,1,5,3,75092,45,1,2,NA,1,NA,7,3,5,1,2,3,NA,2,NA,1,1,2,2,1,3,3,0.587103984,10,2,NA,NA,NA,NA,6.53
R_3EyF6iBdNoKEiM8,10/25/20 8:09,10/25/20 8:17,1,5f9586e8-0b5e-616b-e0de-39bcdd810f48,1,66,2,19,1,1,5,1,6484,7,1,1,1,NA,NA,1,3,2,1,1,1,1,NA,NA,9,2,2,2,2,2,1,0.471577623,9,NA,NA,NA,NA,NA,7.38
R_3rG7ZWJ5AqILUQT,10/25/20 8:09,10/25/20 8:17,1,5f9586f3-dbfc-1546-e21c-dc9b3a2ede7b,1,53,1,4,1,1,5,4,93727,5,1,3,NA,NA,1,3,3,1,1,1,3,NA,1,NA,12,2,6,1,2,4,1,0.799027274,9,NA,NA,NA,NA,NA,7.78
R_233kzl33bwzvwE3,10/25/20 8:12,10/25/20 8:18,1,5f9587a8-5a7c-736a-9397-45e20e0b2786,1,42,1,24,1,1,5,4,94578,5,1,1,1,NA,NA,1,3,1,1,2,1,2,NA,NA,5,1,1,1,1,1,1,0.558189043,8,1,good,NA,NA,NA,5.83
R_10U8T60xn3GvkNu,10/25/20 8:10,10/25/20 8:18,1,5f958735-01c1-adf3-20ab-8306bc564db2,1,40,1,6,1,1,5,3,30344,11,1,4,NA,NA,3,4,3,3,6,7,2,2,NA,NA,1,2,4,1,1,4,5,0.683214673,6,2,NA,NA,NA,NA,8.17
R_2aXplkyvKF5C51v,10/25/20 8:13,10/25/20 8:19,1,5f9587e7-ce71-5d6d-0caf-9aec2d01ca52,1,44,1,19,1,1,6,3,48184,45,1,1,1,NA,NA,1,4,5,1,1,1,1,NA,NA,6,2,1,1,1,2,6,0.920561388,13,NA,NA,NA,NA,NA,5.23
R_2QEXqnR5sgMCiQE,10/25/20 8:11,10/25/20 8:19,1,5f958770-f847-caeb-876e-305d5e2b1890,1,72,2,20,1,1,6,2,55401,24,1,1,2,NA,NA,2,4,3,4,1,3,NA,1,NA,10,2,5,2,1,2,2,1.366391158,6,NA,NA,NA,NA,NA,7.35
R_2SwWL1SaZYxEtWL,10/25/20 8:13,10/25/20 8:19,1,5f9587e9-ffe2-3147-293a-730fb12e89c0,1,21,1,1,1,1,2,3,30518,11,1,5,NA,NA,3,4,1,2,5,NA,4,NA,NA,NA,12,2,4,3,2,5,1,1.109131494,2,NA,NA,NA,NA,NA,5.93
R_3hhFQAfdwWKIHwb,10/25/20 8:10,10/25/20 8:19,1,5f958748-ecc3-6b3a-af59-d054d4e0b9de,1,24,2,1,1,1,5,3,70452,19,1,1,1,NA,NA,1,3,1,5,1,3,NA,1,NA,5,2,4,2,3,3,1,0.573358975,9,NA,NA,NA,NA,NA,9.1
R_1Ije4T6CvePZ5Fe,10/25/20 8:13,10/25/20 8:20,1,5f9587d7-ada0-d22e-103c-6b9da9720cbf,1,36,2,1,1,1,2,4,92103,5,1,4,NA,NA,1,3,1,3,5,4,1,1,NA,NA,12,2,6,2,1,3,4,1.070365338,4,NA,NA,NA,NA,NA,6.95
R_1GnxLM2jSEDLiOl,10/25/20 8:12,10/25/20 8:20,1,5f9587c0-9899-664b-5558-5b1d380d1e3d,1,34,2,19,1,1,5,1,7107,5,1,1,1,NA,NA,1,3,2,1,1,1,1,NA,NA,2,1,1,1,1,2,2,0.476092386,6,NA,NA,NA,NA,NA,8.38
R_1nUv6AoJByPf8OT,10/25/20 8:13,10/25/20 8:20,1,5f9587bb-74d5-2900-8388-3a311f74b0a3,1,64,1,12,1,1,3,2,46982,15,1,2,NA,1,NA,7,2,4,1,2,1,2,NA,NA,1,1,5,1,3,4,3,0.860356589,1,2,NA,NA,NA,NA,7.73
R_1mXIi5MnD0EIGUH,10/25/20 8:12,10/25/20 8:20,1,5f9587b3-d53d-766d-9f06-ec8521e15c57,1,28,2,7,1,1,3,4,89102,29,1,2,NA,2,NA,6,2,3,1,7,5,3,NA,NA,12,2,2,4,2,4,4,0.860299046,12,NA,NA,NA,NA,NA,8.35
R_2anaJUDRJDIIQGk,10/25/20 7:26,10/25/20 8:21,1,5f957cd2-c134-0bff-0bb8-637f6175bd7e,1,38,2,17,1,1,3,1,6824,7,1,1,2,NA,NA,2,2,2,1,1,1,1,NA,NA,12,2,3,1,3,3,1,0.806435315,14,NA,NA,NA,NA,NA,55.6
R_ZzbWC6zBTwJnEuR,10/25/20 8:14,10/25/20 8:21,1,5f958823-b1bf-9c71-1115-d7a88c79dd8a,1,52,1,8,1,1,5,4,80111,6,1,1,2,NA,NA,2,3,3,2,7,1,1,NA,NA,2,2,4,1,2,3,2,0.682098453,2,NA,NA,NA,NA,NA,7.5
R_2Cd1l8blZ0ecarb,10/25/20 8:12,10/25/20 8:22,1,5f958789-b76f-4d47-6761-89fe7a87fb86,1,60,1,8,2,1,3,3,78218,45,1,1,1,NA,NA,1,2,3,3,1,1,1,NA,NA,1,2,2,1,1,4,1,1.331224309,13,NA,NA,NA,NA,NA,9.7
R_1fiKU4jAO9GOomr,10/25/20 7:23,10/25/20 8:22,1,5f957bff-3425-b239-9815-dc6abecd987c,1,36,1,23,2,1,5,3,20011,49,1,1,1,NA,NA,1,3,1,1,1,1,1,NA,NA,2,1,1,1,1,3,2,0.670089067,4,NA,NA,NA,NA,NA,59
R_SJ1ZlDeNSpiRRCh,10/25/20 8:14,10/25/20 8:22,1,5f958814-29ae-8aad-20b8-91886d2783dc,1,51,1,11,5,1,3,4,94121,5,1,3,NA,NA,2,5,2,2,1,2,1,2,NA,NA,7,2,4,2,1,4,3,1.084714425,2,2,NA,NA,NA,NA,7.72
R_Z1TIWFJZ49PDfR7,10/25/20 8:12,10/25/20 8:22,1,5f958791-a390-e24b-22ca-b43566d248cb,1,38,2,22,1,1,2,1,7094,31,1,2,NA,1,NA,7,1,5,1,2,3,NA,2,NA,2,2,1,1,2,2,6,0.686690989,10,2,NA,NA,NA,NA,9.52
R_2tioDftiGMDd2PY,10/25/20 8:17,10/25/20 8:22,1,5f9588fd-b4f4-d879-8010-c6304038df26,1,31,1,17,1,1,6,2,60090,14,1,1,1,NA,NA,1,4,2,5,1,1,1,NA,NA,2,2,1,2,2,3,2,0.732580593,7,NA,NA,NA,NA,NA,4.48
R_2cvLto9KoSDVdiy,10/25/20 8:12,10/25/20 8:22,1,5f958773-c5cb-83eb-7f08-b8caedf406b7,1,21,1,1,1,1,2,4,90009,5,1,3,NA,NA,1,3,1,2,6,NA,2,1,NA,NA,4,1,8,3,2,3,3,0.960790642,12,NA,NA,NA,NA,NA,9.48
R_2zu1Ou94WBEsz61,10/25/20 8:13,10/25/20 8:23,1,5f9587b1-40b3-17e9-569b-0c6c290f33ef,1,54,1,5,1,1,5,3,34741,10,1,2,NA,2,NA,6,3,3,6,2,1,2,NA,NA,12,2,1,2,2,3,3,0.742642387,3,2,NA,NA,NA,NA,10.08
R_z721xKjIC22Y5EJ,10/25/20 8:12,10/25/20 8:23,1,5f9587bf-89a9-6103-5bda-f271d7b1ff4f,1,51,2,2,2,1,6,1,8609,31,1,1,1,NA,NA,1,4,3,5,1,1,1,NA,NA,11,1,6,1,1,4,1,0.734734699,3,NA,NA,NA,NA,NA,10.72
R_1dccQCqAzquNJaT,10/25/20 8:14,10/25/20 8:23,1,5f9587eb-b30d-5996-9016-821e892a7ecc,1,45,1,19,1,1,6,4,90002,5,1,1,1,NA,NA,1,4,5,1,1,1,1,NA,NA,1,1,1,1,1,2,2,0.797440855,5,NA,NA,NA,NA,NA,8.9
R_2RUs0D31Bu77ROE,10/25/20 8:18,10/25/20 8:23,1,5f958907-f3ac-b800-328f-2de208042daf,1,20,2,1,1,1,3,1,1984,10,1,2,NA,1,NA,7,2,4,5,NA,3,NA,2,NA,1,1,8,1,2,3,4,0.698482623,6,2,NA,NA,NA,NA,4.95
R_3KVcF7hR670q9VL,10/25/20 8:15,10/25/20 8:24,1,5f95887b-6ee6-1333-cf58-6030a625f2b6,1,63,1,9,1,1,5,3,23221,48,1,1,1,NA,NA,1,3,1,5,1,3,NA,1,NA,9,2,5,1,1,5,1,0.708031642,8,NA,NA,NA,NA,NA,8.62
R_SK4wm7KUcJLxXlD,10/25/20 8:16,10/25/20 8:24,1,5f958876-6f84-2f05-13ea-c03ecb6419fc,1,25,1,4,2,1,5,3,28262,34,1,1,1,NA,NA,1,3,1,5,1,3,NA,1,NA,12,2,1,2,1,4,1,0.679881367,15,NA,NA,NA,NA,NA,8.8
R_2PwgcXmn9082oNQ,10/25/20 8:13,10/25/20 8:25,1,5f9587be-c649-4284-8025-1f4053fd8a6e,1,45,1,20,1,1,6,2,48126,33,1,1,2,NA,NA,2,4,4,1,1,1,1,NA,NA,2,1,1,1,2,2,2,0.820231453,12,NA,NA,NA,NA,NA,12.27
R_1pA1i2bRs3Wljbg,10/25/20 8:17,10/25/20 8:29,1,5f958881-2026-c5b5-51e6-efa94fc22ffb,1,50,1,8,1,1,6,4,95437,5,1,1,1,NA,NA,1,4,1,1,1,1,1,NA,NA,2,1,1,1,2,1,1,0.919057397,12,NA,NA,NA,NA,NA,11.77
R_2dutPGgW69CM08V,10/25/20 8:13,10/25/20 8:30,1,5f958753-b917-3b2a-c5f4-75b0c612a7a0,1,38,1,1,1,1,2,3,26369,50,2,2,NA,2,NA,6,1,4,5,7,4,NA,NA,NA,11,2,4,3,3,4,6,1.093156725,9,NA,NA,NA,NA,NA,17.95
R_3JfVBQwi7naMZZq,10/25/20 8:13,10/25/20 8:32,1,5f95878f-b19a-98cd-3fd8-4aa3cf091e02,1,40,1,23,1,1,6,3,30546,11,1,2,NA,1,NA,7,4,1,1,2,1,2,NA,NA,2,2,1,1,1,2,3,0.661965876,3,2,NA,NA,NA,NA,18.88
R_2aIvI9VwlIYMVVq,10/25/20 8:18,10/25/20 8:34,1,5f958910-94b6-c4a9-d8f8-7e3efc9f3c92,1,45,1,1,2,1,3,3,30021,11,1,5,NA,NA,3,4,2,1,5,7,4,NA,NA,NA,1,1,4,4,2,5,1,1.284564032,3,NA,NA,NA,NA,NA,15.15
R_231aPWUvYLZbMDL,10/25/20 8:29,10/25/20 8:35,1,5f958b8b-6742-49b1-bdd1-bb69bd1ffd9f,1,29,1,1,2,1,2,2,43223,36,1,1,1,NA,NA,1,1,3,5,1,1,1,NA,NA,12,1,6,1,1,3,1,2.08380396,9,NA,NA,NA,NA,NA,6.17
R_1o5pK5odgBWk7hS,10/25/20 8:13,10/25/20 8:35,1,5f9587e6-d561-18b4-bc13-ba8885cd36c2,1,50,1,23,1,1,6,1,2777,22,1,3,NA,NA,1,3,4,5,1,2,1,1,NA,NA,11,1,1,1,1,3,1,0.711074524,15,NA,NA,NA,NA,NA,22.67
R_3kaBslNOGNLYm6k,10/25/20 8:30,10/25/20 8:39,1,5f958bad-bca6-5691-33ef-92b0fa2d4298,1,24,2,7,1,1,3,4,84040,46,1,2,NA,1,NA,7,2,4,1,2,1,2,NA,NA,3,1,1,2,2,4,2,0.811386611,5,2,NA,NA,NA,NA,9.12
